"Apps","Mins","Mins.Gm","Height","Weight","Age","Av.Rat","Gls","Gls.90","Shot..","xG","Ch.C.90","Asts.90","K.Ps.90","Pas..","Cr.C.A","Drb.90","Distance","Hdr..","K.Tck","Fls","PoM","Aer.A.90","Off","Tck.R","CA","Gls.xG","Dist.Mins","Value","Lower.Transfer.Value","Upper.Transfer.Value"
13,1116,85.8461538461538,190,80,29,7.05,1,0.08,0.22,1.88,0.55,0.16,0.24,0.95,0.5,0.16,127.8,0.84,2,13,1,11.53,0,0.8,123,0.531914893617021,0.114516129032258,3850000,7e+05,7e+06
12,1080,90,180,78,23,7.24,2,0.17,0.43,0.66,0.1,0.08,0.08,0.91,0,0.08,80.1,0.82,0,13,0,8.83,1,0.69,133,3.03030303030303,0.0741666666666667,5600000,3600000,7600000
14,1073,76.6428571428571,192,77,29,7.01,0,0,0,1.05,0.4,0,0.25,0.93,0.25,0.17,118.3,0.79,2,9,0,13.08,1,1,125,0,0.110251630941286,2150000,4e+05,3900000
16,1414,88.375,175,69,27,7.03,3,0.19,0.42,1.23,0.19,0.13,0.89,0.9,0.21,0.32,197.7,0.57,1,12,1,2.8,0,1,100,2.4390243902439,0.13981612446959,522500,95000,950000
16,1440,90,187,80,26,6.93,1,0.06,0.33,0.24,0.08,0.06,0.19,0.92,0.33,0.06,166.7,0.77,4,14,1,14.06,0,0.69,114,4.16666666666667,0.115763888888889,330000,60000,6e+05
15,1312,87.4666666666667,190,80,31,6.65,0,0,0,0,0,0,0.27,0.47,0,0,79.9,0,0,0,1,0,0,1,99,0,0.0608993902439024,195000,90000,3e+05
22,1822,82.8181818181818,178,74,24,6.87,0,0,0.2,1.35,2.32,0.1,1.09,0.88,0.09,0.1,246.4,0.76,5,11,1,5.33,0,0.84,128,0,0.135236004390779,1650000,3e+05,3e+06
16,1415,88.4375,190,77,26,6.88,0,0,0,1.86,0.35,0.19,0.7,0.91,0.23,0.83,173.8,0.72,4,17,1,9.29,4,0.84,107,0,0.122826855123675,165000,30000,3e+05
16,1198,74.875,179,68,31,7.27,2,0.15,0.33,0.62,0.7,0.53,1.58,0.87,0.57,0.23,138.2,0.6,0,10,4,4.66,1,0.81,99,3.2258064516129,0.115358931552588,307500,140000,475000
11,943,85.7272727272727,186,81,34,6.6,0,0,0,0,0,0,0.1,0.51,0,0,65.4,0,0,0,0,0,0,0,99,0,0.0693531283138918,150000,70000,230000
12,1080,90,191,84,28,6.93,0,0,0,0,0.25,0,0.17,0.47,0,0,69.4,0,0,0,1,0,0,0.2,109,0,0.0642592592592593,42500,0,85000
15,1226,81.7333333333333,175,77,32,6.9,1,0.07,0.2,0.84,0.29,0.22,0.88,0.92,0,0,162.7,0.82,0,20,1,4.55,0,0.85,98,1.19047619047619,0.132707993474715,66000,12000,120000
17,1530,90,187,75,28,6.93,2,0.12,0.4,0.14,0.06,0.12,0.47,0.86,0.23,0.88,118.9,0.69,0,20,0,3.94,1,0.87,108,14.2857142857143,0.0777124183006536,9e+05,4e+05,1400000
11,990,90,188,81,20,7.17,0,0,0.2,1.11,0.18,0,0.36,0.95,0,0,120.7,0.89,3,6,0,13.36,2,0.67,116,0,0.121919191919192,10850000,8200000,13500000
16,1356,84.75,182,75,29,7,0,0,0.17,1.15,0.07,0,0.33,0.94,0,0.13,160.7,0.7,5,11,0,13.94,1,0.9,111,0,0.118510324483776,121000,22000,220000
12,1019,84.9166666666667,192,86,23,7.1,0,0,0.29,2.27,0.18,0,0.09,0.94,0,0,112.8,0.8,2,11,1,14.13,1,0.73,110,0,0.110696761530913,1500000,9e+05,2100000
11,1027,93.3636363636364,180,73,29,6.36,0,0,0,0,0,0,0,0.81,0,0.18,22.3,0.71,0,13,0,3.07,0,1,109,0,0.021713729308666,247500,45000,450000
15,1340,89.3333333333333,187,82,22,7.02,0,0,0,0,0,0,0.27,0.47,0,0,99.3,0,0,0,1,0,0,0,111,0,0.0741044776119403,425000,2e+05,650000
12,1071,89.25,185,74,30,6.94,1,0.08,0.25,1.84,0.09,0,0.08,0.94,0,0.17,127.5,0.8,0,8,1,13.61,1,0.78,111,0.543478260869565,0.119047619047619,4400000,8e+05,8e+06
13,987,75.9230769230769,169,63,21,6.75,1,0.09,0.32,3.31,0.09,0.18,1.37,0.85,0.47,0.91,146.4,0.43,0,26,0,5.11,1,0.77,106,0.302114803625378,0.148328267477204,550000,1e+05,1e+06
18,1583,87.9444444444444,187,77,27,6.92,0,0,0,0.57,0.18,0,0.17,0.92,0.5,0.23,187.4,0.83,5,18,0,13.82,1,0.67,108,0,0.11838281743525,105000,20000,190000
13,1170,90,185,82,27,7.08,0,0,0,0,0,0,0.08,0.51,0,0,75.1,0,0,3,3,0,0,0,111,0,0.0641880341880342,385000,70000,7e+05
15,1350,90,182,81,33,7.02,1,0.07,0.14,0.73,0,0.07,0.2,0.92,0.11,0.2,165,0.85,4,19,0,13.73,1,0.88,103,1.36986301369863,0.122222222222222,151500,28000,275000
16,1315,82.1875,185,78,25,7.06,1,0.07,0.25,1.51,0.42,0,0.68,0.92,0.45,0.34,164.9,0.82,2,19,1,12.39,4,0.79,127,0.662251655629139,0.125399239543726,2975000,550000,5400000
12,1003,83.5833333333333,189,83,21,6.79,0,0,0,0,0,0,0.18,0.55,0,0,66.4,0,0,1,2,0,0,0,105,0,0.0662013958125623,302500,55000,550000
11,930,84.5454545454545,179,72,26,7,0,0,0.15,1.32,0.12,0.19,1.26,0.91,0.18,1.06,129.3,0.72,2,13,1,8.71,1,1,110,0,0.139032258064516,935000,170000,1700000
13,1170,90,187,82,27,7.09,0,0,0.13,0.74,0.09,0,0.08,0.93,0,0.15,135.7,0.87,0,15,2,14.46,2,0.8,115,0,0.115982905982906,357500,65000,650000
21,1829,87.0952380952381,163,66,26,6.66,0,0,0.13,0.59,0.05,0.1,0.84,0.87,0.12,1.28,182.9,0.61,1,34,0,4.18,4,0.92,120,0,0.1,1265000,230000,2300000
11,1070,97.2727272727273,188,87,31,6.89,0,0,0.33,0.53,0.17,0.08,0.34,0.92,0.4,0.08,125.4,0.72,3,9,2,13.04,1,0.83,105,0,0.117196261682243,20002,40000,0
12,1110,92.5,186,83,29,6.88,0,0,0,0.94,0.53,0,0.16,0.96,0,0,130.3,0.74,2,9,0,14.03,1,0.85,112,0,0.117387387387387,1265000,230000,2300000
11,888,80.7272727272727,186,82,20,7.11,0,0,0,0.1,0.11,0,0.2,0.91,0,0.1,102.9,0.89,1,4,1,14.59,0,0.78,118,0,0.115878378378378,7200000,5400000,9e+06
12,828,69,174,63,23,6.94,2,0.22,0.47,1.87,0.22,0,1.3,0.86,0.26,1.09,122.4,0.55,0,4,0,4.78,1,0.56,126,1.06951871657754,0.147826086956522,6400000,5400000,7400000
29,2610,90,180,75,30,7.02,1,0.03,0.11,0.1,0,0.03,0.38,0.84,0.26,0.17,102,0.68,3,41,0,2.48,6,0.85,117,10,0.0390804597701149,715000,130000,1300000
14,1093,78.0714285714286,197,84,24,6.73,0,0,0,0,0,0,0.08,0.44,0,0,74.8,0,0,0,1,0,0,0,126,0,0.0684354986276304,1037500,475000,1600000
16,1368,85.5,177,74,27,7.21,0,0,0.22,0.21,0.36,0.33,0.92,0.93,0.16,0,180.2,0.61,0,12,1,3.36,0,0.83,138,0,0.13172514619883,10850000,8200000,13500000
13,1147,88.2307692307692,170,63,25,7.29,3,0.24,0.5,0.96,0.51,0.24,2.12,0.87,0.22,0.31,156.6,0.69,1,3,5,3.77,1,0.55,121,3.125,0.136530078465562,6600000,1200000,1.2e+07
12,1138,94.8333333333333,187,80,23,7.02,0,0,0.2,0.92,0,0.08,0.16,0.93,0,0.24,122.8,0.84,0,6,0,17.32,0,0.83,98,0,0.107908611599297,302500,55000,550000
13,1110,85.3846153846154,195,95,30,7.25,0,0,0,0,0,0,0.08,0.53,0,0,76.3,0,0,0,4,0,0,0,112,0,0.0687387387387387,715000,130000,1300000
13,1117,85.9230769230769,187,82,25,6.86,1,0.08,0.1,0.97,0.2,0,0.24,0.93,0,0,122.4,0.73,2,11,0,13.7,0,0.82,108,1.03092783505155,0.109579230080573,180000,35000,325000
17,1530,90,193,85,22,6.92,2,0.12,0.2,1.49,0.2,0,0.06,0.94,0,0.12,186.7,0.83,1,19,2,14,0,1,127,1.34228187919463,0.12202614379085,3550000,2200000,4900000
11,990,90,185,78,30,7.1,3,0.27,0.63,1.8,1.04,0.09,0.73,0.91,0.16,0,132.7,0.53,0,16,0,5.18,0,0.82,109,1.66666666666667,0.134040404040404,550000,250000,850000
11,990,90,185,78,30,7.1,3,0.27,0.63,1.8,1.04,0.09,0.73,0.91,0.16,0,132.7,0.53,0,16,0,5.18,0,0.82,109,1.66666666666667,0.134040404040404,880000,160000,1600000
16,1418,88.625,189,84,25,6.85,0,0,0,0.22,0,0.06,0.19,0.92,0,0,151.9,0.77,2,15,0,13.2,2,0.75,105,0,0.107122708039492,230000,110000,350000
11,913,83,191,76,23,6.88,1,0.1,0.22,0.61,0.82,0.1,0.69,0.91,0,0.2,127.9,0.7,0,16,1,6.6,0,0.81,117,1.63934426229508,0.140087623220153,1155000,210000,2100000
16,1346,84.125,170,67,26,7.15,3,0.2,0.59,2.15,0.33,0.47,1.27,0.92,0.15,0.13,179.3,0.53,0,8,6,3.28,0,1,103,1.3953488372093,0.133209509658247,715000,130000,1300000
11,979,89,190,82,29,6.73,0,0,0.33,0.39,0.09,0.09,0.18,0.93,0.14,0,118,0.71,0,9,0,12.78,0,1,108,0,0.120531154239019,770000,140000,1400000
13,1122,86.3076923076923,195,85,24,7.13,0,0,0,0.46,0,0,0.16,0.91,0,0,105.3,0.84,3,16,0,10.19,1,0.85,104,0,0.0938502673796791,660000,120000,1200000
12,976,81.3333333333333,185,75,29,6.83,0,0,0,0.24,0.23,0.18,0.55,0.95,0.04,0.65,129.9,0.72,1,18,0,6.36,1,0.95,106,0,0.133094262295082,605000,110000,1100000
12,883,73.5833333333333,176,75,23,7.07,0,0,0.4,0.19,0.61,0.1,0.61,0.93,0.38,0.41,118.7,0.75,3,7,2,9.38,0,0.91,114,0,0.134428086070215,712500,325000,1100000
17,1530,90,192,97,21,7.12,0,0,0,0,0,0,0.18,0.39,0,0,107.7,0,0,0,2,0,0,0,126,0,0.0703921568627451,2637500,475000,4800000
11,894,81.2727272727273,186,87,27,6.95,1,0.1,0.4,0.44,0,0.1,0.3,0.95,0,0,98.1,0.88,0,12,1,15,1,0.63,104,2.27272727272727,0.109731543624161,94000,18000,170000
12,966,80.5,186,79,30,6.74,0,0,0.33,1.69,1.59,0.09,0.75,0.89,0.25,0.56,142.8,0.71,0,11,0,4.57,0,0.81,104,0,0.147826086956522,137000,24000,250000
14,1085,77.5,189,78,25,6.74,0,0,0.25,0.52,0,0,0.17,0.95,1,0,124.3,0.82,4,16,0,13.69,1,0.71,108,0,0.114562211981567,115000,20000,210000
13,1170,90,192,82,28,7.14,1,0.08,0.13,0.61,0.38,0,0.15,0.93,0,0.08,131.4,0.85,4,8,1,14,0,0.77,112,1.63934426229508,0.112307692307692,880000,160000,1600000
11,985,89.5454545454545,175,70,29,6.68,0,0,0,0,0.33,0,1.1,0.89,0.36,0.27,135.2,0.77,3,20,0,6.67,1,0.68,107,0,0.137258883248731,99000,18000,180000
12,956,79.6666666666667,180,80,23,6.53,0,0,0.5,0.44,0,0,0,0.94,1,0.09,104.4,0.79,1,8,0,13.18,1,0.9,111,0,0.109205020920502,1487500,275000,2700000
13,1084,83.3846153846154,171,65,29,7.02,1,0.08,0.22,1.86,1.4,0.17,1.33,0.89,0.27,0.25,145.1,0.6,0,11,0,3.49,2,0.81,107,0.53763440860215,0.133856088560886,212500,1e+05,325000
12,1080,90,195,89,22,6.56,0,0,0.25,0.84,0,0.08,0.17,0.95,0,0.08,125.5,0.81,1,8,0,14.25,3,0.83,114,0,0.116203703703704,5550000,3500000,7600000
14,1229,87.7857142857143,183,72,25,6.81,0,0,0.67,0.35,0,0.07,0.81,0.9,0.29,0.59,168.9,0.72,1,17,0,6.52,4,0.94,114,0,0.137428803905614,127000,24000,230000
11,990,90,184,74,20,6.86,0,0,0.08,1.66,0.09,0.09,0.36,0.92,0,0,135.9,0.77,0,20,0,4.82,1,0.83,110,0,0.137272727272727,8350000,6200000,10500000
11,990,90,177,70,20,7.09,0,0,0.33,0.72,0.5,0.18,1,0.9,0.16,0.18,137.3,0.63,0,11,0,4.18,0,0.78,108,0,0.138686868686869,660000,120000,1200000
12,957,79.75,178,68,24,7.01,0,0,0.11,1.25,2.44,0.09,0.85,0.89,0.36,0.09,135,0.73,0,11,0,6.02,1,0.64,118,0,0.141065830721003,6100000,3800000,8400000
15,1336,89.0666666666667,183,74,25,7.11,0,0,0.36,1.6,0.38,0.2,1.89,0.91,0.07,0.4,181.5,0.65,1,24,0,5.73,0,0.96,124,0,0.135853293413174,3600000,2200000,5e+06
11,909,82.6363636363636,180,70,23,6.96,2,0.2,0.33,0.56,0.76,0.1,0.99,0.95,0.12,0.89,127.1,0.64,2,18,0,6.34,3,0.96,112,3.57142857142857,0.13982398239824,715000,130000,1300000
11,829,75.3636363636364,173,70,29,6.94,0,0,0.11,0.91,0.24,0.33,1.63,0.92,0.14,0.22,122.1,0.48,0,12,1,4.34,0,0.85,113,0,0.147285886610374,987500,475000,1500000
11,911,82.8181818181818,184,71,27,6.9,1,0.1,0.2,0.26,0.3,0,0.3,0.89,0.19,0.3,110.8,0.73,0,12,0,10.87,1,1,97,3.84615384615385,0.121624588364435,165000,30000,3e+05
12,1080,90,175,66,29,7.07,0,0,0.25,0.26,0.2,0,0.75,0.94,0.24,1.75,140,0.79,2,11,1,9.17,1,0.8,107,0,0.12962962962963,775000,350000,1200000
16,1270,79.375,180,73,24,6.62,0,0,0,0.06,0.14,0,1.2,0.88,0.17,1.91,174.8,0.71,0,18,0,7.72,4,0.71,101,0,0.137637795275591,260000,120000,4e+05
15,1195,79.6666666666667,180,71,31,6.97,1,0.08,0.22,1.74,0.15,0.3,1.66,0.87,0.06,0.3,159.6,0.71,1,29,0,4.14,1,0.89,113,0.574712643678161,0.133556485355649,220000,40000,4e+05
16,1440,90,174,68,27,6.72,0,0,0.1,1.04,0.12,0.06,0.88,0.91,0.17,0.81,191.9,0.69,2,18,0,8.56,3,0.78,105,0,0.133263888888889,66000,12000,120000
13,953,73.3076923076923,178,75,30,7.15,1,0.09,0.3,0.92,0.5,0.57,1.7,0.88,0.22,0.19,134.7,0.63,0,14,3,4.34,0,0.7,118,1.08695652173913,0.141343126967471,1875000,350000,3400000
16,1440,90,187,94,29,6.83,0,0,0,0,0,0,0.06,0.48,0,0,103,0,0,1,4,0,0,0,108,0,0.0715277777777778,30000,0,60000
11,815,74.0909090909091,191,82,26,6.9,1,0.11,0.33,0.33,0,0,0,0.93,0,0,94.8,0.8,1,13,0,13.36,0,0.93,104,3.03030303030303,0.116319018404908,207500,40000,375000
13,1170,90,185,82,29,7.21,0,0,0,1.21,0,0.15,0.23,0.94,0,0.08,132.4,0.82,4,16,5,13.77,0,1,107,0,0.113162393162393,302500,55000,550000
12,1029,85.75,177,73,33,7.21,5,0.44,0.45,0.62,0.44,0.52,1.14,0.89,0.44,0.17,146.9,0.63,0,7,3,3.06,0,0.81,107,8.06451612903226,0.142759961127308,55000,0,110000
12,934,77.8333333333333,186,94,21,6.92,0,0,0,0.13,0.1,0,0.1,0.92,0,0.19,98.6,0.83,1,13,0,16.19,0,0.2,98,0,0.105567451820128,1100000,5e+05,1700000
11,990,90,191,88,33,6.98,0,0,0,0.49,0.18,0.09,1.09,0.91,0.24,0.09,126.5,0.79,0,17,0,8.73,2,0.94,97,0,0.127777777777778,22500,0,45000
15,1350,90,178,74,25,7.04,0,0,0.5,0.01,0.13,0.27,1.27,0.9,0.1,0.33,179.1,0.74,3,23,0,6.33,4,0.96,109,0,0.132666666666667,61000,12000,110000
11,939,85.3636363636364,175,70,28,6.86,0,0,0.33,1.2,0,0,1.25,0.91,0.5,0.19,120.7,0.61,2,16,0,3.16,1,0.86,120,0,0.128541001064963,3450000,2100000,4800000
16,1409,88.0625,187,79,20,6.93,0,0,0,0,0,0,0.19,0.49,0,0,99.3,0,0,0,1,0,0,0,120,0,0.0704755145493258,2200000,4e+05,4e+06
24,2243,93.4583333333333,180,77,27,6.6,0,0,0,0,2.2,0.08,0.04,0.74,0,0,13.2,1,0,28,0,0.2,0,0.78,106,0,0.00588497547926884,151500,28000,275000
11,827,75.1818181818182,183,76,26,6.62,1,0.11,0.17,0.98,0.22,0,0.11,0.92,0.5,0.11,92.3,0.81,1,9,0,13.06,0,0.8,108,1.02040816326531,0.111608222490931,71000,12000,130000
11,819,74.4545454545455,180,73,29,7.05,1,0.11,0.52,2.98,0,0.11,1.1,0.89,0.27,2.75,123.2,0.51,0,10,1,8.02,4,0.67,110,0.335570469798658,0.15042735042735,162500,75000,250000
31,2790,90,185,77,28,7.15,5,0.16,0.33,0.4,0,0.03,0.03,0.73,0.5,0.32,26.5,0.56,0,46,0,0.29,2,0.96,124,12.5,0.00949820788530466,1045000,190000,1900000
11,1020,92.7272727272727,190,80,30,7.23,1,0.09,0.5,0.57,0,0,0.09,0.94,0,0.18,113.4,0.78,3,10,0,12.62,0,1,110,1.75438596491228,0.111176470588235,605000,110000,1100000
21,1890,90,185,78,25,6.8,0,0,0,0,0,0,0.14,0.53,0,0,99.4,0,0,1,1,0,0,0.2,127,0,0.0525925925925926,1812500,325000,3300000
11,839,76.2727272727273,172,67,26,7.37,2,0.21,0.25,2.52,0.36,0.32,1.82,0.85,0.42,0.21,108.9,0.77,0,4,2,2.79,0,0.72,104,0.793650793650794,0.129797377830751,142500,65000,220000
11,936,85.0909090909091,184,73,23,7.01,1,0.1,0.33,1.39,0.11,0,0.58,0.93,0,0.1,134.1,0.81,0,20,0,6.44,1,0.75,103,0.719424460431655,0.143269230769231,247500,45000,450000
15,1342,89.4666666666667,193,87,27,7.07,1,0.07,0.27,2.53,0,0,0.13,0.92,0,0,156.4,0.86,3,18,0,15.76,0,0.92,128,0.395256916996047,0.116542473919523,1875000,350000,3400000
13,956,73.5384615384615,175,64,22,7.05,2,0.19,0.2,0.73,0.38,0.19,1.41,0.9,0.07,0.38,129.7,0.36,1,12,1,5.18,1,0.95,89,2.73972602739726,0.135669456066946,357500,65000,650000
11,990,90,185,75,22,7.35,0,0,0,0,0,0,0.18,0.52,0,0,66.2,0,0,0,4,0,0,1,114,0,0.0668686868686869,525000,250000,8e+05
13,1109,85.3076923076923,184,69,27,7.16,2,0.16,0.5,0.78,0.32,0.16,0.89,0.88,0.3,0.32,155.4,0.74,0,19,1,5.28,0,0.83,108,2.56410256410256,0.140126239855726,770000,140000,1400000
14,1260,90,192,85,28,6.86,1,0.07,0.12,2.2,0.22,0,0,0.93,0,0.07,144.2,0.78,0,9,0,13.86,1,0.8,105,0.454545454545454,0.114444444444444,180000,85000,275000
13,1170,90,182,74,30,7.15,0,0,0,0.04,1.3,0.23,1.23,0.88,0.1,0.31,156.6,0.83,2,14,0,6.69,1,0.87,107,0,0.133846153846154,115000,20000,210000
15,1185,79,187,81,29,7.37,0,0,0,1.26,0.15,0.15,0.99,0.9,0.34,0.3,156.9,0.92,1,19,1,7.44,3,0.85,105,0,0.132405063291139,390000,180000,6e+05
11,1040,94.5454545454546,176,77,26,6.78,0,0,0.2,1.52,0.35,0,0.61,0.91,1,0.17,141.6,0.74,0,25,0,3.72,1,0.8,109,0,0.136153846153846,60000,10000,110000
16,1379,86.1875,187,80,25,6.9,0,0,0.31,1.25,0.5,0,0.26,0.93,0,0.33,160,0.68,3,10,0,12.86,0,1,128,0,0.116026105873822,1155000,210000,2100000
16,1261,78.8125,175,67,26,7.08,1,0.07,0.36,0.93,0.43,0.14,1.14,0.91,0.14,0.21,190.1,0.78,1,9,0,2.57,0,0.72,115,1.0752688172043,0.150753370340999,385000,70000,7e+05
40,3617,90.425,187,98,36,6.59,0,0,0,0,0,0,0,0.58,0,0,11.2,0,0,0,0,0,0,0,106,0,0.00309648880287531,20000,0,40000
19,1689,88.8947368421053,183,74,23,6.98,1,0.05,0.38,0.47,0,0.05,0.27,0.97,0,0,193.4,0.71,4,15,1,15.99,0,0.83,109,2.12765957446809,0.114505624629959,165000,30000,3e+05
15,1295,86.3333333333333,175,75,28,6.79,0,0,0.13,0.52,0.28,0.07,0.76,0.95,0,0.14,172.9,0.75,1,12,0,3.89,0,0.69,106,0,0.133513513513514,360000,170000,550000
22,1939,88.1363636363636,176,65,23,7.41,4,0.19,0.17,0.55,0.05,0.05,0.28,0.81,1,0,59.6,0.48,1,21,1,1.16,0,0.79,121,7.27272727272727,0.030737493553378,2250000,4e+05,4100000
14,1233,88.0714285714286,180,66,23,6.96,1,0.07,0.33,0.7,0.98,0.15,0.8,0.92,0.19,0.29,168,0.77,1,29,1,3.43,1,0.72,115,1.42857142857143,0.13625304136253,825000,150000,1500000
13,1170,90,188,82,30,6.92,0,0,0.33,0.8,0.5,0.08,0.15,0.94,1,0.15,126.8,0.8,1,17,1,15.38,0,0.55,124,0,0.108376068376068,1150000,7e+05,1600000
15,1350,90,183,75,27,7,1,0.07,0.56,0.68,0.1,0,0.73,0.87,0.53,0.13,132.7,0.65,1,22,0,4.33,6,0.73,128,1.47058823529412,0.0982962962962963,2200000,4e+05,4e+06
17,1362,80.1176470588235,175,72,29,7.07,1,0.07,0.43,0.5,0.65,0.33,0.93,0.93,0.07,0.13,173.4,0.73,2,24,1,3.96,2,0.56,130,2,0.127312775330396,2850000,5e+05,5200000
11,958,87.0909090909091,180,71,26,6.92,0,0,0.4,0.9,0.11,0.38,1.22,0.87,0.5,0.56,128.1,0.74,1,10,0,4.04,0,0.82,109,0,0.133716075156576,1500000,9e+05,2100000
28,2560,91.4285714285714,180,72,23,7.33,0,0,0.08,0.03,0,0.14,0.04,0.8,1,0,52.1,0.82,1,35,0,2.5,0,0.96,120,0,0.0203515625,1265000,230000,2300000
13,1067,82.0769230769231,174,70,29,6.98,1,0.08,1,0.07,0.18,0.08,1.1,0.93,0.22,0.76,140.2,0.72,0,28,0,5.82,4,0.91,113,14.2857142857143,0.131396438612933,1045000,190000,1900000
11,990,90,186,80,28,7.37,1,0.09,0.29,0.88,0.09,0.09,0.09,0.92,0,0,84.2,0.7,2,6,1,9.91,1,1,105,1.13636363636364,0.0850505050505051,1050000,6e+05,1500000
11,990,90,180,79,30,6.93,0,0,0.6,0.87,0.11,0,0.09,0.93,0.33,0,105.8,0.83,1,14,1,16.27,2,0.55,99,0,0.106868686868687,302500,55000,550000
11,874,79.4545454545455,181,79,26,6.88,1,0.1,0.29,0.59,0,0,1.44,0.89,0.27,0.21,120.8,0.66,1,17,0,5.46,1,0.85,108,1.69491525423729,0.138215102974828,205000,35000,375000
13,1133,87.1538461538462,184,77,28,7.04,0,0,0,0,0,0,0.16,0.53,0,0,80.3,0,0,0,0,0,0,0,110,0,0.070873786407767,27500,5000,50000
11,1006,91.4545454545454,194,85,26,6.92,0,0,0,0.77,0,0,0.27,0.94,0,0,113.5,0.92,3,4,0,12.08,0,0.55,116,0,0.112823061630219,880000,160000,1600000
11,968,88,169,65,27,6.59,0,0,0,0,0,0.28,1.21,0.91,0.15,2.32,140.2,0.55,0,20,1,5.58,6,0.88,110,0,0.144834710743802,770000,140000,1400000
13,1136,87.3846153846154,182,73,23,6.88,0,0,0,0,0,0,0.48,0.54,0,0,76,0,0,0,1,0,0,0,108,0,0.0669014084507042,770000,140000,1400000
15,1215,81,197,84,26,6.77,0,0,0,1.11,0.3,0.15,0.81,0.94,0.66,0.15,166.3,0.75,1,21,0,6.81,0,0.75,108,0,0.136872427983539,330000,60000,6e+05
14,1167,83.3571428571429,189,80,31,7.11,0,0,0.18,1.77,0.56,0.08,0.31,0.92,0,0,149.5,0.84,0,30,0,7.94,0,0.83,110,0,0.128106255355613,66000,12000,120000
11,790,71.8181818181818,176,69,25,6.82,0,0,0.14,1.31,0,0,1.03,0.9,0.2,0.46,109,0.67,1,14,0,4.78,0,0.82,110,0,0.137974683544304,1100000,2e+05,2e+06
46,3921,85.2391304347826,186,75,26,7.11,0,0,0,0,0,0,0.18,0.53,0,0,194.5,0,0,0,4,0,0,0,119,0,0.0496046926804387,3950000,7e+05,7200000
13,1094,84.1538461538462,180,70,27,6.92,2,0.16,0.29,2.14,0.42,0,0.41,0.9,0.33,0.25,149.2,0.65,0,10,0,3.95,0,0.7,106,0.934579439252336,0.136380255941499,210000,95000,325000
12,1025,85.4166666666667,181,80,22,7.25,0,0,0.33,0.6,0.11,0.09,0.26,0.92,0.33,0.09,116.4,0.82,2,13,0,15.45,0,0.64,112,0,0.113560975609756,1275000,750000,1800000
14,1260,90,184,77,32,6.74,0,0,0,0,0,0,0.07,0.45,0,0,93.2,0,0,0,0,0,0,0,113,0,0.073968253968254,1125000,550000,1700000
12,1035,86.25,189,83,25,6.93,0,0,0,0.32,0.09,0.09,0.96,0.91,0.18,0.7,131.6,0.86,5,8,0,10.52,1,0.88,121,0,0.127149758454106,522500,95000,950000
14,1260,90,191,83,28,7.13,0,0,0.11,0.95,0.2,0.14,0.29,0.92,0,0,152.3,0.85,3,14,1,13.64,0,0.89,102,0,0.120873015873016,132000,24000,240000
14,1153,82.3571428571429,196,85,27,6.9,1,0.08,0,0.21,0.08,0.08,0.16,0.86,0,0.16,84.5,0.89,0,9,0,10.46,0,0.8,96,4.76190476190476,0.0732870771899393,247500,45000,450000
19,1740,91.578947368421,201,90,25,6.99,0,0,0,0,0,0,0,0.48,0,0,109.4,0,0,0,1,0,0,0,127,0,0.0628735632183908,1265000,230000,2300000
11,990,90,190,81,24,7.17,0,0,0.33,0.08,0.1,0.09,0.36,0.93,0,0.09,114.6,0.76,4,7,0,14.18,0,0.74,114,0,0.115757575757576,1265000,230000,2300000
12,1080,90,191,82,24,6.89,0,0,0,0,0,0,0.25,0.62,0,0,77.2,0,0,0,1,0,0,0,132,0,0.0714814814814815,5500000,1e+06,1e+07
15,1300,86.6666666666667,184,72,27,6.79,0,0,0.4,0.41,0.1,0.07,0.07,0.93,0,0.21,147,0.82,7,12,0,12.95,0,0.76,115,0,0.113076923076923,880000,160000,1600000
12,1080,90,198,88,28,6.87,0,0,0,0,0,0,0.17,0.5,0,0,78.6,0,0,0,1,0,0,0,116,0,0.0727777777777778,1150000,7e+05,1600000
13,1200,92.3076923076923,190,82,30,7.01,0,0,0.33,1.34,0.08,0,0.15,0.93,0,0.07,136.4,0.81,2,11,0,12.9,0,0.64,125,0,0.113666666666667,7200000,4600000,9800000
15,1195,79.6666666666667,189,85,21,7.05,0,0,0,0,0.24,0.3,1.36,0.91,0.09,0.6,170,0.8,0,20,2,9.34,3,0.96,127,0,0.142259414225941,8800000,7800000,9800000
12,1080,90,184,75,30,6.92,0,0,0,0.36,0,0,0,0.9,0,0.08,119,0.73,2,14,0,14.25,1,0.68,111,0,0.110185185185185,385000,70000,7e+05
19,1710,90,186,81,24,7.12,0,0,0,0,0,0,0.16,0.56,0,0,111.1,0,0,0,1,0,0,0.5,120,0,0.0649707602339181,1975000,350000,3600000
13,1118,86,178,68,28,7.15,2,0.16,0.36,1.5,0.36,0.08,1.13,0.88,0.45,0.24,153.5,0.66,0,13,0,4.75,1,0.74,107,1.33333333333333,0.137298747763864,330000,60000,6e+05
11,1001,91,187,86,28,6.85,0,0,0.14,0.8,0.3,0,0.09,0.92,0,0.09,107.8,0.86,3,8,0,11.96,1,0.9,115,0,0.107692307692308,1600000,3e+05,2900000
14,1260,90,186,75,26,7.16,1,0.07,0.21,1.26,0.25,0.21,0.14,0.82,0,0,36.5,0.78,0,18,0,3.86,0,1,105,0.793650793650794,0.028968253968254,715000,130000,1300000
